id	parent_id	language	ontology	other_parents	label	definition	ul_label	ui_definition	ui_help	deprecated	replaced_by	oboInOwl_hasSynonym	oboInOwl_hasBroadSynonym	oboInOwl_hasExactSynonym	oboInOwl_hasNarrowSynonym	IAO_0000118
CHEBI:24782	CHEBI:33257				imide											
CHEBI:35850	CHEBI:33261				sulfone	An organosulfur compound having the structure RS(=O)2R (R =/= H).										
CHEBI:59792	CHEBI:33261				thioacetal	The sulfur analogue of 'acetal'.  The term includes monothioacetals having the structure R2C(OR')(SR') (subclass monothioketals, R =/= H); and dithioacetals having the structure R2C(SR')2 (subclass dithioketals, R =/= H, R' =/= H).										
CHEBI:73754	CHEBI:33261			CHEBI:63299	thiosugar	A carbohydrate derivative in which one or more of the oxygens or hydroxy groups of the parent carbohydrate is replaced by sulfur or -SR, where R can be hydrogen or any group.										
CHEBI:33263	CHEBI:33262				diatomic oxygen											
CHEBI:86478	CHEBI:33285			GENEPIO:0001187	antibiotic antifungal agent	Heteroorganic entities that are microbial metabolites (or compounds derived from them) which have significant antifungal properties.										
CHEBI:24532	CHEBI:33285			CHEBI:33832|CHEBI:5686	organic heterocyclic compound	A cyclic compound having as ring members atoms of carbon and at least of one other element.										
CHEBI:36962	CHEBI:33285			CHEBI:33304	organochalcogen compound	An organochalcogen compound is a compound containing at least one carbon-chalcogen bond.										
CHEBI:36684	CHEBI:33285			CHEBI:37578	organohalogen compound	A compound containing at least one carbon-halogen bond.										
CHEBI:35352	CHEBI:33285			CHEBI:51143	organonitrogen compound	Any heteroorganic entity containing at least one carbon-nitrogen bond.										
CHEBI:22632	CHEBI:33302				arsenic molecular entity											
CHEBI:51143	CHEBI:33302				nitrogen molecular entity											
CHEBI:26082	CHEBI:33302				phosphorus molecular entity											
CHEBI:33459	CHEBI:33302			CHEBI:35406	pnictogen oxoanion											
CHEBI:25806	CHEBI:33304				oxygen molecular entity											
CHEBI:26835	CHEBI:33304				sulfur molecular entity											
CHEBI:8269	CHEBI:33308			CHEBI:38032|CHEBI:3992	Pleuromutilin											
CHEBI:29705	CHEBI:33308			CHEBI:38032|CHEBI:3992	Valnemulin											
CHEBI:47622	CHEBI:33308				acetate ester	Any carboxylic ester where the carboxylic acid component is acetic acid.										
CHEBI:51737	CHEBI:33308				alpha,beta-unsaturated carboxylic ester	A carboxylic ester of general formula R(1)R(2)C=CR(3)-C(=O)OR(4) (R(4) =/= H) or R(1)C#C-C(=O)OR(2) (R(2) =/= H) in which the ester C=O function is conjugated to an unsaturated C-C bond at the alpha,beta position.										
CHEBI:23003	CHEBI:33308				carbamate ester	Any ester of carbamic acid or its N-substituted derivatives.										
CHEBI:38064	CHEBI:33308			CHEBI:62732	heteroarenecarboxylate ester											
CHEBI:25000	CHEBI:33308			CHEBI:38104	lactone	Any cyclic carboxylic ester containing a 1-oxacycloalkan-2-one structure, or an analogue having unsaturation or heteroatoms replacing one or more carbon atoms of the ring.										
CHEBI:35915	CHEBI:33308			CHEBI:47880	sterol ester	A steroid ester obtained by formal condensation of the carboxy group of any carboxylic acid with the 3-hydroxy group of a sterol.										
CHEBI:33560	CHEBI:33318				p-block element atom	Any main group element atom belonging to the p-block of the periodic table.										
CHEBI:9016	CHEBI:33406			CHEBI:36807|CHEBI:50954	arsphenamine											
CHEBI:33552	CHEBI:33424				sulfonic acid derivative											
CHEBI:17632	CHEBI:33458			CHEBI:62764|CHEBI:79389	nitrate	A nitrogen oxoanion formed by loss of a proton from nitric acid. Principal species present at pH 7.3.										
CHEBI:16301	CHEBI:33458			CHEBI:62764|CHEBI:79389	nitrite	The nitrogen oxoanion formed by loss of a proton from nitrous acid.										
CHEBI:33458	CHEBI:33459			CHEBI:51143	nitrogen oxoanion											
CHEBI:33300	CHEBI:33560				pnictogen	Any p-block element atom that is in group 15 of the periodic table: nitrogen, phosphorus, arsenic, antimony and bismuth.										
CHEBI:33709	CHEBI:33575			CHEBI:50047	amino acid	A carboxylic acid containing one or more amino groups.										
CHEBI:33859	CHEBI:33575			CHEBI:33659	aromatic carboxylic acid	Any carboxylic acid in which the carboxy group is directly bonded to an aromatic ring.										
CHEBI:25384	CHEBI:33575				monocarboxylic acid	An oxoacid containing a single carboxy group.										
CHEBI:25754	CHEBI:33575				oxo carboxylic acid	Any compound that has an aldehydic or ketonic group as well as a carboxylic acid group in the same molecule.										
CHEBI:25865	CHEBI:33575			CHEBI:35992	penicillanic acids											
CHEBI:138675	CHEBI:33579				gas molecular entity	Any main group molecular entity that is gaseous at standard temperature and pressure (STP; 0degreeC and 100 kPa).										
CHEBI:33675	CHEBI:33579				p-block molecular entity	A main group molecular entity that contains one or more atoms of a p-block element.										
CHEBI:33674	CHEBI:33579				s-block molecular entity	An s-block molecular entity is a molecular entity containing one or more atoms of an s-block element.										
CHEBI:50860	CHEBI:33582				organic molecular entity	Any molecular entity that contains carbon.										
CHEBI:33655	CHEBI:33595				aromatic compound	A cyclically conjugated molecular entity with a stability (due to delocalization) significantly greater than that of a hypothetical localized structure (e.g. Kekule structure) is said to possess aromatic character.										
CHEBI:33636	CHEBI:33595				bicyclic compound	A molecule that features two fused rings.										
CHEBI:5686	CHEBI:33595				heterocyclic compound	A cyclic compound having as ring members atoms of at least two different elements.										
CHEBI:33597	CHEBI:33595				homocyclic compound	A cyclic compound having as ring members atoms of the same element only.										
CHEBI:51026	CHEBI:33595				macrocycle	A cyclic compound containing nine or more atoms as part of the cyclic system.										
CHEBI:33661	CHEBI:33595				monocyclic compound											
CHEBI:33832	CHEBI:33595			CHEBI:72695	organic cyclic compound	Any organic molecule that consists of atoms connected in the form of a ring.										
CHEBI:33635	CHEBI:33595				polycyclic compound											
CHEBI:33598	CHEBI:33597			CHEBI:33832	carbocyclic compound	A homocyclic compound in which all of the ring members are carbon atoms.										
CHEBI:35295	CHEBI:33597			CHEBI:33635	homopolycyclic compound											
CHEBI:33836	CHEBI:33598			CHEBI:33659	benzenoid aromatic compound											
CHEBI:49319	CHEBI:33598				carbocyclic antibiotic											
CHEBI:35294	CHEBI:33598			CHEBI:35295	carbopolycyclic compound	A polyclic compound in which all of the ring members are carbon atoms.										
CHEBI:51454	CHEBI:33598				cyclopropanes	Cyclopropane and its derivatives formed by substitution.										
CHEBI:33692	CHEBI:33608			CHEBI:37577	hydrides	Hydrides are chemical compounds of hydrogen with other chemical elements.										
CHEBI:35990	CHEBI:33635				bridged compound	A polycyclic compound in which two rings have two or more atoms in common.										
CHEBI:33671	CHEBI:33635			CHEBI:5686	heteropolycyclic compound											
CHEBI:51958	CHEBI:33635			CHEBI:33832	organic polycyclic compound											
CHEBI:36785	CHEBI:33636			CHEBI:35294	carbobicyclic compound	A bicyclic compound in which all the ring atoms are carbon.										
CHEBI:33672	CHEBI:33636			CHEBI:5686	heterobicyclic compound	A bicyclic compound in which at least one of the rings contains at least one skeletal heteroatom.										
CHEBI:33659	CHEBI:33655			CHEBI:33832	organic aromatic compound											
CHEBI:33860	CHEBI:33659			CHEBI:50047	aromatic amine	An amino compound in which the amino group is linked directly to an aromatic system.										
CHEBI:33856	CHEBI:33659			CHEBI:33709	aromatic amino acid											
CHEBI:62732	CHEBI:33659			CHEBI:35701	aromatic ester	An ester where the ester linkage is bonded directly to an aromatic system.										
CHEBI:33853	CHEBI:33659			CHEBI:33822	phenols	Organic aromatic compounds having one or more hydroxy groups attached to a benzene or other arene ring.										
CHEBI:26004	CHEBI:33659				phenylpropanoid	Any organic aromatic compound with a structure based on a phenylpropane skeleton. The class includes naturally occurring phenylpropanoid esters, flavonoids, anthocyanins, coumarins and many small phenolic molecules as well as their semi-synthetic and synthetic analogues. Phenylpropanoids are also precursors of lignin.										
CHEBI:26513	CHEBI:33659			CHEBI:38101|GENEPIO:0001187	quinolines	A class of aromatic heterocyclic compounds each of which contains a benzene ring ortho fused to carbons 2 and 3 of a pyridine ring.										
CHEBI:33670	CHEBI:33661			CHEBI:5686	heteromonocyclic compound											
CHEBI:36688	CHEBI:33671				heterotricyclic compound											
CHEBI:27171	CHEBI:33672			CHEBI:38166	organic heterobicyclic compound											
CHEBI:33608	CHEBI:33674				hydrogen molecular entity											
CHEBI:33582	CHEBI:33675				carbon group molecular entity											
CHEBI:33304	CHEBI:33675				chalcogen molecular entity	Any p-block molecular entity containing a chalcogen.										
CHEBI:24471	CHEBI:33675				halogen molecular entity											
CHEBI:33302	CHEBI:33675				pnictogen molecular entity	A p-block molecular entity containing any pnictogen.										
CHEBI:37175	CHEBI:33692				organic hydride											
CHEBI:33695	CHEBI:33694				information biomacromolecule											
CHEBI:65212	CHEBI:33694			CHEBI:63299	polysaccharide derivative	A carbohydrate derivative that is any derivative of a polysaccharide.										
CHEBI:15986	CHEBI:33695			CHEBI:61120	polynucleotide	A nucleobase-containing molecular entity with a polymeric structure comprised of a linear sequence of 13 or more nucleotide residues.										
CHEBI:16991	CHEBI:33696				deoxyribonucleic acid	High molecular weight, linear polymers, composed of nucleotides containing deoxyribose and linked by phosphodiester bonds; DNA contain the genetic information of organisms.										
CHEBI:33697	CHEBI:33696				ribonucleic acid	High molecular weight, linear polymers, composed of nucleotides containing ribose and linked by phosphodiester bonds; RNA is central to the synthesis of proteins.										
CHEBI:18111	CHEBI:33697				ribosomal RNA	RNA molecules which are essential structural and functional components of ribosomes, the subcellular units responsible for protein synthesis.										
CHEBI:16449	CHEBI:33704				alanine	An alpha-amino acid that consists of propionic acid bearing an amino substituent at position 2.										
CHEBI:33704	CHEBI:33709				alpha-amino acid	An amino acid in which the amino group is located on the carbon atom at the position alpha to the carboxy group.										
CHEBI:30879	CHEBI:33822				alcohol	A compound in which a hydroxy group, -OH, is attached to a saturated carbon atom.										
CHEBI:35350	CHEBI:33822			CHEBI:35341	hydroxy steroid											
CHEBI:26191	CHEBI:33822				polyol	A compound that contains two or more hydroxy groups.										
CHEBI:50893	CHEBI:33833			CHEBI:38101	azaarene											
CHEBI:38179	CHEBI:33833				monocyclic heteroarene											
CHEBI:61120	CHEBI:33833			CHEBI:51143	nucleobase-containing molecular entity	Any compound that has a nucleobase as a part.										
CHEBI:38180	CHEBI:33833				polycyclic heteroarene											
CHEBI:22712	CHEBI:33836				benzenes	Any benzenoid aromatic compound consisting of the benzene skeleton and its substituted derivatives.										
CHEBI:25477	CHEBI:33836			CHEBI:36785	naphthalenes	Any benzenoid aromatic compound having a skeleton composed of two ortho-fused benzene rings.										
CHEBI:18254	CHEBI:33838			CHEBI:47019	ribonucleoside	Any nucleoside where the sugar component is D-ribose.										
CHEBI:33694	CHEBI:33839			CHEBI:50860	biomacromolecule	A macromolecule formed by a living organism.										
CHEBI:16670	CHEBI:33839			CHEBI:37622|CHEBI:50047	peptide	Amide derived from two or more amino carboxylic acid molecules (the same or different) by formation of a covalent bond from the carbonyl carbon of one to the nitrogen atom of another with formal loss of water. The term is usually applied to structures formed from alpha-amino acids, but it includes those derived from any amino carboxylic acid. X = OH, OR, NH2, NHR, etc.										
CHEBI:26195	CHEBI:33853				polyphenol	Members of the class of phenols that contain 2 or more benzene rings each of which is substituted by at least one hydroxy group.										
CHEBI:6633	CHEBI:33860				Mafenide											
CHEBI:34996	CHEBI:34994				teicoplanin A2-3	A teicoplanin A2 that has decanoyl as the variable N-acyl group.										
CHEBI:8418	CHEBI:35213				Pristinamycin IB											
CHEBI:8732	CHEBI:35213				Quinupristin											
CHEBI:8419	CHEBI:35213				pristinamycin IC											
CHEBI:38032	CHEBI:35294			CHEBI:51959	carbotricyclic compound	A carbopolyclic compound comprising of three carbocyclic rings.										
CHEBI:24278	CHEBI:35313				glucoside											
CHEBI:47891	CHEBI:35341			CHEBI:64709	steroid acid	Any steroid substituted by at least one carboxy group.										
CHEBI:26761	CHEBI:35341			CHEBI:49319	steroid antibiotic											
CHEBI:47880	CHEBI:35341			CHEBI:35701	steroid ester											
CHEBI:36841	CHEBI:35350				11-hydroxy steroid											
CHEBI:36834	CHEBI:35350				3-hydroxy steroid	Any hydroxy steroid carrying a hydroxy group at position 3.										
CHEBI:21731	CHEBI:35352			CHEBI:63161	N-glycosyl compound	A glycosyl compound arising formally from the elimination of water from a glycosidic hydroxy group and an H atom bound to a nitrogen atom, thus creating a C-N bond.										
CHEBI:22315	CHEBI:35352				alkaloid	Any of the naturally occurring, basic nitrogen compounds (mostly heterocyclic) occurring mostly in the plant kingdom, but also found in bacteria, fungi, and animals. By extension, certain neutral compounds biogenetically related to basic alkaloids are also classed as alkaloids. Amino acids, peptides, proteins, nucleotides, nucleic acids, amino sugars and antibiotics are not normally regarded as alkaloids. Compounds in which the nitrogen is  exocyclic (dopamine, mescaline, serotonin, etc.) are usually classed as amines rather than alkaloids.										
CHEBI:83821	CHEBI:35352				amino acid derivative	Any derivative of an amino acid resulting from reaction at an amino group, carboxy group, side-chain functional group, or from the replacement of any hydrogen by a heteroatom. The definition normally excludes peptides containing amino acid residues.										
CHEBI:35363	CHEBI:35352			CHEBI:35362	carbohydrazide	A hydrazide consisting of hydrazine carrying one or more carboacyl groups.										
CHEBI:38532	CHEBI:35352				hydrazone	Compounds having the structure R2C=NNR2, formally derived from aldehydes or ketones by replacing =O by =NNH2 (or substituted analogues).										
CHEBI:50047	CHEBI:35352				organic amino compound	A compound formally derived from ammonia by replacing one, two or three hydrogen atoms by organyl groups.										
CHEBI:26469	CHEBI:35352				quaternary nitrogen compound	A nitrogen molecular entity that is electronically neutral but which contains a quaternary nitrogen.										
CHEBI:135278	CHEBI:35352			CHEBI:36963|GENEPIO:0001097	terizidone											
CHEBI:90852	CHEBI:35358			CHEBI:37622|CHEBI:37716	N-sulfonylcarboxamide	A mixed diacylamine resulting from the formal condensation of the nitrogen of a carboxamide with a sulphonic acid.										
CHEBI:9329	CHEBI:35358			CHEBI:39447	sulfadoxine	A sulfonamide consisting of pyrimidine having methoxy substituents at the 5- and 6-positions and a 4-aminobenzenesulfonamido group at the 4-position. In combination with the antiprotozoal pyrimethamine (CHEBI:8673) it is used as an antimalarial.										
CHEBI:87228	CHEBI:35358			GENEPIO:0001187	sulfonamide antibiotic	A class of sulfonamides whose members generally have bacteriostatic antibiotic properties.										
CHEBI:6030	CHEBI:35363			GENEPIO:0002071	isoniazide	A carbohydrazide obtained by formal condensation between pyridine-4-carboxylic acid and hydrazine.										
CHEBI:22390	CHEBI:35436			CHEBI:60979	alpha-D-glucoside											
CHEBI:38582	CHEBI:35496				difluorobenzene	Any member of the class of fluorobenzenes containing a mono- or poly-substituted benzene ring carrying two fluorine atoms.										
CHEBI:35991	CHEBI:35507			CHEBI:35992|GENEPIO:0001187	penam	Compound comprising a beta-lactam ring fused to a saturated 5-membered ring containing one sulfur atom.										
CHEBI:35571	CHEBI:35552			CHEBI:35573	mancude organic heterocyclic parent											
CHEBI:33575	CHEBI:35605			CHEBI:36586|CHEBI:64709	carboxylic acid	A carbon oxoacid acid carrying at least one -C(=O)OH group and having the structure RC(=O)OH, where R is any any monovalent functional group. Carboxylic acids are the most common type of organic acid.										
CHEBI:64509	CHEBI:35627				oxapenam	A fused-ring beta-lactam system where the beta-lactam ring is fused to a 1,3-oxazolidine ring.										
CHEBI:36835	CHEBI:35681			CHEBI:36834	3alpha-hydroxy steroid	A 3-hydroxy steroid in which the 3-hydroxy substituent is in the alpha-position.										
CHEBI:33308	CHEBI:35701			CHEBI:36586	carboxylic ester	An ester of a carboxylic acid, R(1)C(=O)OR(2), where R(1) = H or organyl and R(2) = organyl.										
CHEBI:35716	CHEBI:35715			CHEBI:72695	C-nitro compound	A nitro compound having the nitro group (-NO2) attached to a carbon atom.										
CHEBI:33563	CHEBI:35740				glycolipid	Any member of class of 1,2-di-O-acylglycerols joined at oxygen 3 by a glycosidic linkage to a carbohydrate part (usually a mono-, di- or tri-saccharide). Some substances classified as bacterial glycolipids have the sugar part acylated by one or more fatty acids and the glycerol part may be absent.										
CHEBI:487869	CHEBI:35757			GENEPIO:0001097	clavulanate	The conjugate base of clavulanic acid.										
CHEBI:46812	CHEBI:35790				1,3-oxazoles											
CHEBI:55373	CHEBI:35790				isoxazoles	Oxazoles in which the N and O atoms are adjacent.										
CHEBI:47881	CHEBI:35871				3-oxo monocarboxylic acid											
CHEBI:26401	CHEBI:35875				purines	A class of imidazopyrimidines that consists of purine and its substituted derivatives.										
CHEBI:60584	CHEBI:35990			CHEBI:38295|GENEPIO:0001187	bicozamycin	A commercially important azabicyclic antibiotic obtained from Streptomyces sapporonensis. It inhibits the Rho protein of E. coli.										
CHEBI:383703	CHEBI:36094				3,6-diamino-10-methylacridinium chloride	The 10-methochloride salt of 3,6-diaminoacridine. Note that a mixture of this compound with 3,6-diaminoacridine (proflavine) is known as acriflavine or neutral acriflavine.										
CHEBI:36807	CHEBI:36094				hydrochloride	A salt formally resulting from the reaction of hydrochloric acid with an organic base.										
CHEBI:37577	CHEBI:36357				heteroatomic molecular entity	A molecular entity consisting of two or more chemical elements.										
CHEBI:25367	CHEBI:36357				molecule	Any polyatomic entity that is an electrically neutral entity consisting of more than one atom.										
CHEBI:26079	CHEBI:36359				phosphoric acid derivative											
CHEBI:26069	CHEBI:36360				phosphonic acids	HP(=O)(OH)2  (phosphonic acid) and its P-substituted derivatives.										
CHEBI:17478	CHEBI:36586				aldehyde	A compound RC(=O)H, in which a carbonyl group is bonded to one hydrogen atom and to one R group.										
CHEBI:131927	CHEBI:36586				dicarboxylic acids and O-substituted derivatives	A class of carbonyl compound encompassing dicarboxylic acids and any derivatives obtained by substitution of either one or both of the carboxy hydrogens.										
CHEBI:17087	CHEBI:36586				ketone	A compound in which a carbonyl group is bonded to two carbon atoms: R2C=O (neither R may be H).										
CHEBI:36586	CHEBI:36587			CHEBI:36963	carbonyl compound	Any compound containing the carbonyl group, C=O. The term is commonly used in the restricted sense of aldehydes and ketones, although it actually includes carboxylic acids and derivatives.										
CHEBI:26979	CHEBI:36688			CHEBI:38166|CHEBI:51959	organic heterotricyclic compound	An organic tricyclic compound in which at least one of the rings of the tricyclic skeleton contains one or more heteroatoms.										
CHEBI:19129	CHEBI:36841				11alpha-hydroxy steroid											
CHEBI:59769	CHEBI:36963				acetal	An organooxygen compound having the structure RR'C(OR'')(OR''') (R'', R''' =/= H). Mixed acetals have R'' and R''' groups which differ.										
CHEBI:78616	CHEBI:36963				carbohydrates and carbohydrate derivatives	Any organooxygen compound that is a polyhydroxy-aldehyde or -ketone, or a compound derived from one. Carbohydrates contain only carbon, hydrogen and oxygen and usually have an empirical formula Cm(H2O)n; carbohydrate derivatives may contain other elements by substitution or condensation.										
CHEBI:35701	CHEBI:36963				ester	A compound formally derived from an oxoacid RkE(=O)l(OH)m (l > 0) and an alcohol, phenol, heteroarenol, or enol by linking with formal loss of water from an acidic hydroxy group of the former and a hydroxy group of the latter.										
CHEBI:25698	CHEBI:36963				ether	An organooxygen compound with formula ROR, where R is not hydrogen.										
CHEBI:26188	CHEBI:36963				polyketide	Natural and synthetic compounds containing alternating carbonyl and methylene groups ('beta-polyketones'), biogenetically derived from repeated condensation of acetyl coenzyme A (via malonyl coenzyme A), and usually the compounds derived from them by further condensations, etc. Considered by many to be synonymous with the less frequently used terms acetogenins and ketides.										
CHEBI:33245	CHEBI:37175			CHEBI:50860	organic fundamental parent	An organic fundamental parent is a structure used as a basis for substitutive names in organic nomenclature, containing, in addition to one or more hydrogen atoms, a single atom of an element, a number of atoms (alike or different) linked together to form an unbranched chain, a monocyclic or polycyclic ring system, or a ring assembly or ring/chain system.										
CHEBI:32955	CHEBI:37407				epoxide	Any cyclic ether in which the oxygen atom forms part of a 3-membered ring.										
CHEBI:33241	CHEBI:37577				oxoacid derivative											
CHEBI:24866	CHEBI:37577				salt	A salt is an assembly of cations and anions.										
CHEBI:83628	CHEBI:37622				N-acylammonia	A carboxamide obtained by the formal condensation of the carboxy group of any carboxylic acid with ammonia.										
CHEBI:22160	CHEBI:37622				acetamides	Compounds with the general formula RNHC(=O)CH3.										
CHEBI:51750	CHEBI:37622				alpha,beta-unsaturated carboxylic acid amide	A monocarboxylic amide of general formula R(1)R(2)C=CR(3)-C(=O)NR(4)R(5)  or R(1)C#C-C(=O)NR(2)R(3) in which the amide C=O function is conjugated to an unsaturated C-C bond at the alpha,beta position.										
CHEBI:24650	CHEBI:37622				hydroxamic acid	A compound, RkE(=O)lNHOH, derived from an oxoacid RkE(=O)l(OH) (l =/= 0) by replacing -OH with -NHOH, and derivatives thereof. Specific examples of hydroxamic acids are preferably named as N-hydroxy amides.										
CHEBI:75606	CHEBI:37622				hydroxamic acid ester	A carboxamide that is a hydroxamic acid in which the hydrogen of the hydroxy group is replaced by an organyl group.										
CHEBI:29347	CHEBI:37622				monocarboxylic acid amide	A carboxamide derived from a monocarboxylic acid.										
CHEBI:9331	CHEBI:38099			CHEBI:87228	sulfamethizole	A sulfonamide consisting of a 1,3,4-thiadiazole nucleus with a methyl substituent at C-5 and a 4-aminobenzenesulfonamido group at C-2.										
CHEBI:50896	CHEBI:38101				azabicycloalkene											
CHEBI:68452	CHEBI:38101			CHEBI:38179|GENEPIO:0001187	azole	Any monocyclic heteroarene consisting of a five-membered ring containing nitrogen. Azoles can also contain one or more other non-carbon atoms, such as nitrogen, sulfur or oxygen.										
CHEBI:38770	CHEBI:38101			CHEBI:38166	cinnolines	Any  organic heteropolycyclic compound based on the 1,2-diaza analogue of naphthalene and its substituted derivatives.										
CHEBI:39410	CHEBI:38102				1,2,4-triazines	Any compound with a 1,2,4-triazine skeleton, in which nitrogen atoms replace carbon at positions 1, 2 and 4 of the core benzene ring structure.										
CHEBI:22727	CHEBI:38104			CHEBI:38166	benzopyran											
CHEBI:59779	CHEBI:38104			CHEBI:59777	cyclic ketal	A ketal in the molecule of which the ketal carbon and one or both oxygen atoms thereon are members of a ring.										
CHEBI:35790	CHEBI:38104			CHEBI:68452	oxazole	An azole based on a five-membered heterocyclic aromatic skeleton containing one N and one O atom.										
CHEBI:48901	CHEBI:38106			CHEBI:68452	thiazoles	An azole in which the five-membered heterocyclic aromatic skeleton contains a N atom and one S atom.										
CHEBI:26961	CHEBI:38106				thiophenes	Compounds containing at least one thiophene ring.										
CHEBI:59780	CHEBI:38131			CHEBI:59772	cyclic hemiketal	A hemiacetal  having the structure R2C(OH)OR (R =/= H), derived from a ketone by formal addition of an alcohol to the carbonyl group. The term 'cyclic hemiketals', once abandoned by IUPAC, has been reinstated as a subclass of hemiacetals.										
CHEBI:51914	CHEBI:38166				organic heterohexacyclic compound											
CHEBI:38163	CHEBI:38166				organic heterotetracyclic compound											
CHEBI:55370	CHEBI:38261				imidazolidinone	An imidazolidine containing one or more oxo groups.										
CHEBI:38261	CHEBI:38304				imidazolidines											
CHEBI:23066	CHEBI:38311			GENEPIO:0001187	cephalosporin	A class of beta-lactam antibiotics differing from the penicillins in having a 6-membered, rather than a 5-membered, side ring.  Although cephalosporins are among the most commonly used antibiotics in the treatment of routine infections, and their use is increasing over time, they can cause a range of hypersensitivity reactions, from mild, delayed-onset cutaneous reactions to life-threatening anaphylaxis in patients with immunoglobulin E (IgE)-mediated allergy.										
CHEBI:55429	CHEBI:38311				cephamycin	Any member of the cephamycin sub-group of cephem antibiotics, differing from cephalosporins in possessing a methoxy group at the 7alpha-position of the cephem nucleus, and in being resistant to beta-lactamase.										
CHEBI:38314	CHEBI:38313				pyrazines											
CHEBI:39447	CHEBI:38313			GENEPIO:0001187	pyrimidines	Any compound having a pyrimidine as part of its structure.										
CHEBI:5195	CHEBI:38329			CHEBI:87230|GENEPIO:0001187	furazolidone	A member of the class of oxazolidines that is 1,3-oxazolidin-2-one in which the hydrogen attached to the nitrogen is replaced by an N-{[(5-nitro-2-furyl)methylene]amino} group. It has antibacterial and antiprotozoal properties, and is used in the treatment of giardiasis and cholera.										
CHEBI:55374	CHEBI:38329				oxazolidinone	An oxazolidine containing one or more oxo groups.										
CHEBI:23232	CHEBI:38443				chromenes											
CHEBI:3749	CHEBI:39201			CHEBI:83403|GENEPIO:0001097	clofazimine	3-Isopropylimino-3,5-dihydro-phenazine in which the hydrogen at position 5 is substituted substituted by a 4-chlorophenyl group, and that at position 2 is substituted by a (4-chlorophenyl)amino group. A dark red crystalline solid, clofazimine is an antimycobacterial and is one of the main drugs used for the treatment of  multi-bacillary leprosy. However, it can cause red/brown discolouration of the skin, so other treatments are often preferred in light-skinned patients.										
CHEBI:22213	CHEBI:39206				acridines											
CHEBI:9328	CHEBI:39447			CHEBI:48975|CHEBI:87228	sulfadiazine	A sulfonamide consisting of pyrimidine with a 4-aminobenzenesulfonamido group at the 2-position.										
CHEBI:102265	CHEBI:39447			CHEBI:87228	sulfamethazine	A sulfonamide consisting of pyrimidine with methyl substituents at the 4- and 6-positions and a 4-aminobenzenesulfonamido group at the 2-position.										
CHEBI:471744	CHEBI:46633			GENEPIO:0001097	imipenem	A broad-spectrum, intravenous beta-lactam antibiotic of the carbapenem subgroup.										
CHEBI:404903	CHEBI:46634			CHEBI:46770	ertapenem	Meropenem in which the one of the two methyl groups attached to the amide nitrogen is replaced by hydrogen while the other is replaced by a 3-carboxyphenyl group. The sodium salt is used for the treatment of moderate to severe susceptible infections including intra-abdominal  and acute gynaecological infections, pneumonia, and infections of the skin and of the urinary tract.										
CHEBI:43968	CHEBI:46634			CHEBI:46770|CHEBI:79020	meropenem	A carbapenemcarboxylic acid in which the azetidine and pyrroline rings carry 1-hydroxymethyl and in which the azetidine and pyrroline rings carry 1-hydroxymethyl and 5-(dimethylcarbamoyl)pyrrolidin-3-ylthio substituents respectively.										
CHEBI:46920	CHEBI:46845				N-methylpiperazine											
CHEBI:7731	CHEBI:46845			CHEBI:46848|CHEBI:47881|CHEBI:53665|CHEBI:86324|CHEBI:87211|GENEPIO:0001097|GENEPIO:0001187	ofloxacin	An oxazinoquinolone carrying carboxy, fluoro, methyl and 4-methylpiperazino substituents. A synthetic fluoroquinolone antibacterial agent, it inhibits the supercoiling activity of bacterial DNA gyrase, halting DNA replication.										
CHEBI:38785	CHEBI:46952				morpholines	Any compound containing morpholine as part of its structure.										
CHEBI:47019	CHEBI:47017				dihydroxytetrahydrofuran											
OBI:0000430	CHEBI:4705				plasmid	plasmid = DNA and has_quality circular and has_function (is_realized_as some gene expression) GO:0010467										
CHEBI:7508	CHEBI:47779				framycetin	A tetracyclic antibacterial agent derived from neomycin, being a glycoside ester of neamine and neobiosamine B.										
CHEBI:38418	CHEBI:48901				1,3-thiazole											
CHEBI:48844	CHEBI:48924			CHEBI:72588	roxithromycin	Semisynthetic derivative of erythromycin A.										
CHEBI:63845	CHEBI:48975			CHEBI:90852|GENEPIO:0001187	sulfacetamide	A sulfonamide that is sulfanilamide acylated on the sulfonamide nitrogen.										
CHEBI:9332	CHEBI:48975			CHEBI:55373|CHEBI:87228	sulfamethoxazole	An isoxazole (1,2-oxazole) compound having a methyl substituent at the 5-position and a 4-aminobenzenesulfonamido group at the 3-position.										
CHEBI:31577	CHEBI:50047				ethylenediamine derivative	Any organic amino compound that is a derivative of  ethylenediamine.										
CHEBI:50994	CHEBI:50047				primary amino compound	A compound formally derived from ammonia by replacing one hydrogen atom by an organyl group.										
CHEBI:50995	CHEBI:50047				secondary amino compound	A compound formally derived from ammonia by replacing two hydrogen atoms by organyl groups.										
CHEBI:50996	CHEBI:50047				tertiary amino compound	A compound formally derived from ammonia by replacing three hydrogen atoms by organyl groups.										
CHEBI:161680	CHEBI:50695				aztreonam	A synthetic monocyclic beta-lactam antibiotic (monobactam).										
CHEBI:5880	CHEBI:50860				Imipenem-cilastatin											
CHEBI:8733	CHEBI:50860				Quinupristin-dalfopristin											
CHEBI:33285	CHEBI:50860				heteroorganic entity	A heteroorganic entity is an organic molecular entity in which carbon atoms or organic groups are bonded directly to one or more heteroatoms.										
